region,canton,total_pop,FRI,max_fsi,urban_ratio,building_count,min_rwi
Plateaux,Djemegni,36576.906716,0.0868976153671787,91.07096099853516,0.0,0.0,-0.813
Plateaux,Adiva,2336.723379,0.057180066478038326,81.43409729003906,0.0,0.0,-0.708
Plateaux,Imlè-Adiva,10041.092236999999,0.071100957849045,85.93804168701172,0.0,0.0,-0.714
Plateaux,Amlamé (Ouma),18899.756923999998,0.0750864489808197,80.60755920410156,0.0,0.0,-0.468
Plateaux,Kpatégan,17720.923296,0.07935730883240856,90.81365966796875,0.0,0.0,-1.047
Plateaux,Ekpégnon,7245.19035,0.0662528021990418,81.92353820800781,0.0,0.0,-0.514
Plateaux,Amou-Oblo,22608.108086,0.10248944072162426,81.7748031616211,0.0,6.0,-0.582
Plateaux,Sodo,8532.693758,0.06749722734582961,79.6336898803711,0.0,0.0,-0.579
Plateaux,Gamé,5518.620946,0.0652040915963295,88.84271240234375,0.0,0.0,-0.726
Plateaux,Otadi,7676.978117,0.06586623537742643,81.80941009521484,0.0,0.0,-0.693
Plateaux,Hihéatro,9315.264642,0.1005908500522796,81.36557006835938,0.0,15.0,-0.647
Plateaux,Okpahoé,2465.47937,0.05502426567655527,78.32300567626953,0.0,0.0,-0.602
Plateaux,Evou,5187.638784,0.06539766718910811,82.4784164428711,0.0,0.0,-0.879
Plateaux,Témédja,3194.991074,0.06055740809725265,88.26507568359375,0.0,0.0,-0.687
Plateaux,Avédjè,4411.445912,0.07800545742663173,88.53561401367188,0.0,3.0,-0.742
Plateaux,Pallakoko,17826.338416000002,0.07708761222005658,88.42942810058594,0.0,0.0,-0.983
Plateaux,Anié,95578.611722,0.28209952572314817,157.71360778808594,0.03310520423114782,23.0,-0.816
Plateaux,Kolo-Kopé,19721.753754,0.19808492287127416,153.67974853515625,0.0,407.0,-0.848
Plateaux,Adogbénou,26944.192379,0.08284278993699379,85.06275177001953,0.0,0.0,-0.942
Plateaux,Atchinédji,10756.005673,0.0789154783154618,157.71360778808594,0.0,0.0,-0.85
Plateaux,Glitto,34872.058971,0.10443136004486281,157.71360778808594,0.0,1.0,-0.918
Plateaux,Danyi-Atigba,15155.070330999999,0.09588909270305729,79.43477630615234,0.0,6.0,-0.51
Plateaux,Yikpa,1162.074347,0.03227230064970756,15.150625228881836,0.0,0.0,-0.452
Plateaux,Danyi-Kakpa,3274.931508,0.05775581079052935,76.24308776855469,0.0,0.0,-0.77
Plateaux,Danyi-Kpeto-Evita,6526.8629679999995,0.0805758296814765,78.64682006835938,0.0,4.0,-0.583
Plateaux,Danyi-Elavagnon,7346.001979,0.064393674174641,78.02587127685547,0.0,0.0,-0.756
Plateaux,Ahlon,3053.399112,0.05673293247021302,76.40667724609375,0.0,0.0,-0.435
Plateaux,Elavagnon,53404.074907,0.19783470099529202,90.40618896484375,0.0,222.0,-0.858
Plateaux,Gbadjahè,13929.303658,0.15194283225162797,151.26197814941406,0.0,76.0,-0.794
Plateaux,Morétan,59393.318924,0.10187135187658801,144.5506591796875,0.0,0.0,-1.052
Plateaux,Badin-Copé,22368.261708,0.08755453820966552,144.07395935058594,0.0,0.0,-0.884
Plateaux,Kamina,15178.453688,0.0829451215948839,147.4861602783203,0.0,0.0,-0.892
