region,prefecture,canton,communaute_louvain,priority_score,FRI,total_pop
Savanes,Oti-Sud,Gando,8,38.8,0.0901566730214863,27533.4315
Savanes,Oti-Sud,Kountoire,8,37.3,0.084017239235314,15218.455194
Savanes,Oti-Sud,Koumongou,8,36.8,0.0864106965513425,10867.748
Savanes,Oti-Sud,Nali,8,36.6,0.0786501700300937,9649.76
Savanes,Oti-Sud,Takpamba,8,37.4,0.1215290839724565,11565.466044
Savanes,Tandjoaré,Loko,1,34.2,0.0677045119249818,7994.013772
Savanes,Tandjoaré,Pligou,1,34.4,0.0688169204207587,9160.597272
Savanes,Tandjoaré,Bombouaka,1,34.8,0.0709396782405802,10488.571148
Savanes,Tandjoaré,Goundoga,1,34.1,0.0637627834795259,5083.8615
Savanes,Tandjoaré,Bogou,1,35.7,0.0750820610587795,16250.280848
Savanes,Tandjoaré,Nandoga,1,33.2,0.0646239953270278,6561.570576
Savanes,Tandjoaré,Boulogou,1,35.1,0.1087671939645069,7831.541188
Savanes,Tandjoaré,Tamongue,1,37.2,0.0809905272140638,25918.681132
Savanes,Tandjoaré,Bagou,1,33.1,0.0596451056397887,3249.152372
Savanes,Tandjoaré,Nano,1,36.7,0.0823948774818361,15518.358488000002
Savanes,Tandjoaré,Sissiak,1,37.4,0.0868097056562728,21951.207428
Savanes,Tandjoaré,Tampialime,1,35.1,0.0718133048346146,11006.497424
Savanes,Tandjoaré,Mamproug,1,32.9,0.0643299580165048,7093.160164000001
Savanes,Tandjoaré,Doukpergou,1,33.6,0.066997608769567,7683.922928
Savanes,Tandjoaré,Sangou,1,32.4,0.0410311155741609,4302.68124
Savanes,Tandjoaré,Lokpano,1,33.4,0.0674373119868312,8343.819176
Savanes,Tône,Poissongui,1,34.6,0.0853479507467913,7223.48227
Savanes,Tône,Kourientre,1,36.6,0.0966633116572565,11143.930556
Savanes,Tône,Dapaong,1,66.7,0.3887760040966075,154758.807448
Savanes,Tône,Toaga,1,35.9,0.082123776064381,15690.872872000002
Savanes,Tône,Natigou,1,34.2,0.067727068754809,7583.766132000001
Savanes,Tône,Pana,1,35.6,0.0742213236071663,13857.07926
Savanes,Tône,Bidjenga,1,36.3,0.076651829287011,8986.888752
Savanes,Tône,Nanergou,1,36.8,0.0803538582028311,12015.208568
Savanes,Tône,Namaré,1,36.2,0.0924048538495146,11800.121864
Savanes,Tône,Naki-Ouest,1,40.3,0.1395996130609366,29006.828232000003
Savanes,Tône,Nioukpourma,1,39.0,0.1190648512052802,17130.059544
Savanes,Tône,Tami,1,38.5,0.0897111225939254,27285.246944
Savanes,Tône,Lotogou,1,35.5,0.0806492940030668,14368.997732000002
Savanes,Tône,Warkambou,1,34.4,0.0675376700700166,7144.5338360000005
Savanes,Tône,Louanga,1,36.1,0.0903732376623389,11372.388092
Savanes,Tône,Kantindi,1,35.3,0.0715086138352785,10966.789348
Savanes,Tône,Sanfatoute,1,34.9,0.0695457727810199,9150.518297
Savanes,Tône,Korbongou,1,41.5,0.0969152785471656,47598.911181
